time,wx (rad/s),wy (rad/s),wz (rad/s)
33.052,0.54,-0.50,0.45
33.054,0.66,-0.67,0.44
33.056,0.75,-0.68,0.43
33.058,0.60,-0.28,0.40
33.060,0.69,-0.37,0.38
33.062,0.80,-0.44,0.35
33.064,0.68,-0.05,0.32
33.066,0.72,-0.02,0.29
33.068,0.84,-0.19,0.26
33.070,0.77,0.25,0.20
33.072,0.73,0.53,0.15
33.074,0.88,0.35,0.09
33.076,0.80,0.68,0.03
33.078,0.71,0.96,-0.03
33.081,0.85,0.73,-0.07
33.083,0.82,0.90,-0.12
33.085,0.69,1.20,-0.17
33.086,0.79,0.99,-0.22
33.088,0.83,0.93,-0.27
33.090,0.64,1.27,-0.32
33.093,0.68,1.10,-0.37
33.095,0.75,0.92,-0.41
33.097,0.56,1.23,-0.45
33.099,0.56,1.13,-0.49
33.107,0.62,0.87,-0.52
33.107,0.48,1.11,-0.57
33.107,0.41,1.15,-0.60
33.107,0.47,0.88,-0.63
33.108,0.35,1.02,-0.67
33.110,0.24,1.14,-0.70
33.112,0.24,0.99,-0.74
33.114,0.14,1.02,-0.77
33.118,0.03,1.10,-0.80
33.119,-0.03,1.01,-0.82
33.120,-0.09,0.94,-0.84
33.138,-0.21,0.95,-0.86
33.138,-0.29,0.87,-0.86
33.138,-0.35,0.77,-0.86
33.139,-0.45,0.72,-0.86
33.139,-0.54,0.67,-0.86
33.139,-0.61,0.59,-0.85
33.139,-0.69,0.54,-0.84
33.139,-0.78,0.51,-0.83
33.139,-0.85,0.45,-0.81
33.140,-0.91,0.42,-0.79
33.142,-0.97,0.40,-0.76
33.144,-1.02,0.35,-0.73
33.146,-1.07,0.33,-0.69
33.148,-1.11,0.31,-0.66
33.150,-1.14,0.30,-0.62
33.153,-1.17,0.28,-0.58
33.154,-1.19,0.29,-0.55
33.156,-1.21,0.29,-0.52
33.158,-1.23,0.29,-0.49
33.160,-1.24,0.31,-0.46
33.162,-1.25,0.33,-0.44
33.164,-1.26,0.34,-0.41
33.166,-1.27,0.34,-0.39
33.169,-1.27,0.34,-0.38
33.170,-1.28,0.35,-0.36
33.173,-1.28,0.36,-0.35
33.175,-1.28,0.37,-0.34
33.177,-1.28,0.38,-0.32
33.180,-1.27,0.39,-0.31
33.188,-1.26,0.39,-0.30
33.188,-1.25,0.40,-0.28
33.188,-1.23,0.41,-0.26
33.188,-1.21,0.42,-0.25
33.189,-1.19,0.43,-0.23
33.191,-1.17,0.45,-0.21
33.195,-1.14,0.46,-0.20
33.195,-1.12,0.48,-0.18
33.196,-1.09,0.49,-0.17
33.199,-1.06,0.50,-0.16
33.201,-1.03,0.51,-0.14
33.212,-1.00,0.50,-0.13
33.224,-0.97,0.50,-0.11
33.224,-0.93,0.49,-0.09
33.225,-0.90,0.48,-0.07
33.225,-0.86,0.46,-0.06
33.225,-0.81,0.47,-0.03
33.225,-0.76,0.48,-0.02
33.231,-0.71,0.48,0.00
33.231,-0.65,0.49,0.02
33.231,-0.58,0.49,0.04
33.232,-0.50,0.48,0.05
33.232,-0.42,0.48,0.06
33.232,-0.35,0.46,0.07
33.232,-0.26,0.44,0.07
33.232,-0.18,0.40,0.07
33.233,-0.10,0.37,0.07
33.235,-0.01,0.32,0.06
33.237,0.07,0.27,0.06
33.239,0.15,0.22,0.05
33.241,0.23,0.17,0.03
33.243,0.30,0.12,0.02
33.245,0.38,0.08,-0.00
33.247,0.45,0.04,-0.02
33.249,0.51,0.00,-0.05
33.251,0.57,-0.02,-0.07
33.253,0.63,-0.03,-0.10
33.255,0.67,-0.03,-0.13
33.257,0.72,-0.01,-0.16
33.259,0.75,0.01,-0.19
33.261,0.78,0.04,-0.23
33.263,0.80,0.07,-0.27
33.265,0.82,0.12,-0.30
33.267,0.82,0.16,-0.34
33.269,0.83,0.21,-0.38
33.271,0.83,0.26,-0.41
33.273,0.83,0.29,-0.45
33.275,0.82,0.33,-0.48
33.277,0.81,0.36,-0.50
33.284,0.79,0.38,-0.53
33.284,0.77,0.40,-0.55
33.284,0.75,0.41,-0.57
33.285,0.72,0.42,-0.59
33.287,0.68,0.41,-0.60
33.289,0.64,0.39,-0.63
33.291,0.59,0.37,-0.65
33.293,0.54,0.33,-0.67
33.296,0.49,0.27,-0.69
33.298,0.43,0.21,-0.72
33.299,0.37,0.15,-0.73
33.301,0.31,0.08,-0.75
33.303,0.24,-0.00,-0.76
33.305,0.18,-0.08,-0.77
33.307,0.12,-0.15,-0.78
33.309,0.06,-0.22,-0.78
33.311,0.00,-0.28,-0.78
33.314,-0.06,-0.32,-0.77
33.315,-0.11,-0.37,-0.76
33.317,-0.16,-0.40,-0.74
33.319,-0.21,-0.42,-0.73
33.321,-0.26,-0.42,-0.71
33.323,-0.30,-0.42,-0.69
33.325,-0.34,-0.39,-0.68
33.327,-0.38,-0.36,-0.67
33.329,-0.41,-0.31,-0.66
33.331,-0.44,-0.26,-0.65
33.333,-0.46,-0.21,-0.64
33.335,-0.48,-0.17,-0.63
33.337,-0.50,-0.13,-0.63
33.339,-0.51,-0.09,-0.62
33.341,-0.51,-0.05,-0.61
33.343,-0.51,0.00,-0.60
33.347,-0.51,0.05,-0.59
33.348,-0.51,0.09,-0.58
33.349,-0.50,0.12,-0.58
33.351,-0.49,0.16,-0.58
33.353,-0.47,0.17,-0.58
33.355,-0.45,0.20,-0.57
33.357,-0.43,0.21,-0.57
33.359,-0.40,0.22,-0.57
33.361,-0.38,0.23,-0.56
33.364,-0.35,0.23,-0.55
33.366,-0.32,0.22,-0.54
33.378,-0.28,0.22,-0.52
33.378,-0.25,0.21,-0.51
33.378,-0.22,0.20,-0.49
33.378,-0.18,0.20,-0.48
33.378,-0.14,0.19,-0.47
33.378,-0.11,0.18,-0.46
33.380,-0.07,0.18,-0.44
33.382,-0.03,0.17,-0.44
33.383,0.00,0.17,-0.44
33.385,0.03,0.15,-0.45
33.387,0.05,0.13,-0.48
33.389,0.07,0.11,-0.51
33.391,0.08,0.08,-0.53
33.393,0.10,0.03,-0.56
33.395,0.12,-0.03,-0.58
33.398,0.14,-0.09,-0.60
33.400,0.15,-0.15,-0.62
33.401,0.17,-0.20,-0.64
33.403,0.19,-0.25,-0.66
33.406,0.21,-0.30,-0.67
33.408,0.23,-0.33,-0.69
33.409,0.26,-0.38,-0.70
33.412,0.28,-0.41,-0.72
33.414,0.31,-0.43,-0.73
33.416,0.34,-0.45,-0.75
33.420,0.37,-0.46,-0.76
33.420,0.41,-0.47,-0.77
33.421,0.44,-0.48,-0.78
33.425,0.47,-0.47,-0.80
33.426,0.50,-0.45,-0.80
33.428,0.53,-0.42,-0.82
33.430,0.56,-0.39,-0.83
33.432,0.59,-0.36,-0.84
33.434,0.62,-0.33,-0.85
33.436,0.65,-0.31,-0.85
33.438,0.67,-0.29,-0.86
33.440,0.70,-0.27,-0.86
33.442,0.72,-0.26,-0.86
33.443,0.74,-0.27,-0.86
33.446,0.76,-0.27,-0.85
33.448,0.77,-0.26,-0.84
33.450,0.77,-0.26,-0.82
33.452,0.78,-0.26,-0.81
33.454,0.78,-0.25,-0.78
33.456,0.79,-0.24,-0.76
33.458,0.78,-0.21,-0.73
33.459,0.77,-0.17,-0.70
33.461,0.77,-0.12,-0.67
33.464,0.76,-0.08,-0.63
33.466,0.76,-0.03,-0.60
33.468,0.75,0.03,-0.57
33.470,0.73,0.10,-0.53
33.472,0.72,0.17,-0.50
33.474,0.71,0.25,-0.47
33.476,0.70,0.34,-0.44
33.478,0.68,0.44,-0.42
33.480,0.67,0.53,-0.39
33.485,0.65,0.62,-0.37
33.485,0.64,0.71,-0.35
33.486,0.62,0.78,-0.33
33.489,0.60,0.84,-0.32
33.490,0.58,0.88,-0.30
33.492,0.56,0.89,-0.28
33.494,0.53,0.91,-0.26
33.496,0.51,0.90,-0.24
33.498,0.48,0.87,-0.23
33.500,0.45,0.82,-0.21
33.502,0.42,0.76,-0.19
33.504,0.38,0.68,-0.17
33.506,0.34,0.55,-0.15
33.508,0.30,0.38,-0.12
33.510,0.25,0.21,-0.09
33.512,0.20,0.03,-0.07
33.514,0.16,-0.16,-0.04
33.516,0.12,-0.31,-0.01
33.518,0.08,-0.45,0.02
33.520,0.05,-0.55,0.05
33.522,0.02,-0.63,0.07
33.524,0.00,-0.65,0.09
33.526,-0.01,-0.66,0.10
33.528,-0.03,-0.64,0.12
33.532,-0.04,-0.62,0.13
33.532,-0.05,-0.59,0.14
33.534,-0.05,-0.55,0.14
33.536,-0.05,-0.49,0.14
33.538,-0.04,-0.43,0.14
33.540,-0.03,-0.36,0.13
33.542,-0.02,-0.27,0.12
33.544,-0.01,-0.17,0.11
33.546,0.00,-0.09,0.10
33.550,0.02,-0.02,0.08
33.550,0.04,0.03,0.07
33.553,0.05,0.07,0.05
33.555,0.07,0.11,0.04
33.556,0.10,0.15,0.02
33.558,0.12,0.19,0.00
33.560,0.15,0.23,-0.02
33.562,0.17,0.26,-0.04
33.565,0.19,0.30,-0.06
33.566,0.22,0.35,-0.09
33.569,0.24,0.39,-0.10
33.570,0.26,0.42,-0.12
33.573,0.28,0.45,-0.14
33.574,0.31,0.47,-0.15
33.576,0.33,0.47,-0.15
33.578,0.35,0.47,-0.15
33.580,0.37,0.46,-0.15
33.583,0.39,0.44,-0.15
33.584,0.41,0.42,-0.14
33.586,0.42,0.40,-0.13
33.588,0.44,0.37,-0.13
33.590,0.45,0.34,-0.12
33.592,0.47,0.31,-0.10
33.594,0.48,0.29,-0.09
33.596,0.49,0.26,-0.08
33.598,0.51,0.24,-0.07
33.600,0.52,0.21,-0.06
33.602,0.53,0.18,-0.05
33.604,0.54,0.16,-0.03
33.606,0.55,0.14,-0.02
33.608,0.55,0.14,-0.00
33.610,0.55,0.14,0.00
33.613,0.56,0.15,0.02
33.614,0.56,0.16,0.03
33.616,0.56,0.19,0.04
33.618,0.56,0.23,0.05
33.620,0.56,0.26,0.06
33.622,0.55,0.28,0.07
33.624,0.55,0.30,0.08
33.626,0.53,0.31,0.09
33.628,0.51,0.32,0.10
33.630,0.50,0.35,0.12
33.633,0.48,0.39,0.13
33.634,0.46,0.43,0.15
33.636,0.44,0.47,0.17
33.638,0.41,0.50,0.20
33.640,0.38,0.54,0.23
33.643,0.35,0.57,0.26
33.644,0.32,0.61,0.29
33.646,0.29,0.65,0.33
33.648,0.25,0.69,0.37
33.652,0.22,0.74,0.40
33.653,0.18,0.78,0.44
33.654,0.14,0.82,0.47
33.657,0.11,0.85,0.50
33.658,0.07,0.87,0.53
33.660,0.03,0.90,0.56
33.663,-0.01,0.92,0.59
33.665,-0.05,0.95,0.61
33.667,-0.09,0.97,0.63
33.669,-0.13,0.98,0.66
33.671,-0.17,0.98,0.68
33.673,-0.21,0.96,0.70
33.675,-0.25,0.94,0.72
33.676,-0.29,0.91,0.74
33.678,-0.33,0.87,0.76
33.681,-0.37,0.83,0.77
33.684,-0.41,0.78,0.78
33.685,-0.45,0.73,0.79
33.687,-0.48,0.68,0.79
33.688,-0.52,0.63,0.79
33.690,-0.55,0.57,0.79
33.693,-0.58,0.51,0.79
33.695,-0.60,0.45,0.77
33.697,-0.62,0.39,0.76
33.699,-0.64,0.34,0.74
33.701,-0.65,0.30,0.72
33.703,-0.66,0.26,0.70
33.705,-0.68,0.24,0.68
33.707,-0.69,0.22,0.66
33.708,-0.70,0.21,0.64
33.711,-0.70,0.21,0.61
33.713,-0.72,0.20,0.59
33.716,-0.73,0.20,0.57
33.717,-0.73,0.18,0.54
33.719,-0.74,0.17,0.52
33.721,-0.75,0.15,0.49
33.723,-0.75,0.12,0.47
33.725,-0.76,0.11,0.44
33.727,-0.76,0.09,0.41
33.729,-0.76,0.07,0.38
33.731,-0.74,0.05,0.35
33.733,-0.73,0.02,0.32
33.735,-0.71,-0.04,0.30
33.737,-0.66,-0.11,0.27
33.739,-0.61,-0.19,0.25
33.741,-0.54,-0.27,0.23
33.743,-0.46,-0.33,0.20
33.745,-0.37,-0.39,0.18
33.747,-0.28,-0.44,0.16
33.749,-0.17,-0.48,0.14
33.751,-0.06,-0.53,0.13
33.753,0.06,-0.59,0.11
33.756,0.19,-0.65,0.11
33.757,0.32,-0.71,0.10
33.759,0.45,-0.78,0.10
33.761,0.60,-0.86,0.09
33.763,0.74,-0.94,0.11
33.766,0.87,-0.99,0.12
33.767,1.01,-1.03,0.13
33.770,1.13,-1.04,0.15
33.771,1.25,-1.04,0.16
33.773,1.36,-1.01,0.17
33.776,1.47,-0.97,0.18
33.777,1.57,-0.90,0.20
33.779,1.66,-0.82,0.21
33.781,1.73,-0.73,0.22
33.783,1.81,-0.60,0.23
33.785,1.87,-0.46,0.24
33.787,1.92,-0.30,0.24
33.789,1.96,-0.13,0.23
33.791,1.93,0.09,0.23
33.794,1.80,0.39,0.18
33.795,1.60,0.70,0.04
33.797,1.49,0.85,-0.11
33.799,1.42,0.91,-0.23
33.801,1.37,0.92,-0.30
33.803,1.32,0.91,-0.36
33.806,1.27,0.87,-0.40
33.807,1.20,0.82,-0.44
33.809,1.13,0.77,-0.48
33.811,1.04,0.73,-0.52
33.813,0.97,0.68,-0.56
33.815,0.89,0.63,-0.60
33.818,0.81,0.57,-0.62
33.820,0.75,0.52,-0.64
33.821,0.70,0.47,-0.67
33.823,0.65,0.40,-0.69
33.825,0.61,0.35,-0.72
33.828,0.58,0.30,-0.75
33.830,0.56,0.27,-0.79
33.831,0.55,0.24,-0.83
33.834,0.54,0.22,-0.88
33.835,0.55,0.22,-0.93
33.837,0.55,0.23,-0.97
33.839,0.55,0.26,-1.02
33.841,0.57,0.31,-1.06
33.843,0.57,0.37,-1.10
33.845,0.59,0.44,-1.14
33.847,0.60,0.54,-1.17
33.850,0.61,0.66,-1.19
33.851,0.62,0.79,-1.21
33.854,0.62,0.94,-1.23
33.856,0.62,1.10,-1.24
33.857,0.62,1.27,-1.25
33.859,0.61,1.45,-1.25
33.862,0.61,1.64,-1.25
33.863,0.59,1.84,-1.25
33.866,0.57,2.03,-1.25
33.868,0.53,2.23,-1.25
33.870,0.50,2.42,-1.25
33.871,0.47,2.61,-1.25
33.873,0.43,2.78,-1.24
33.875,0.40,2.92,-1.23
33.878,0.36,3.04,-1.22
33.880,0.33,3.13,-1.21
33.882,0.29,3.19,-1.20
33.884,0.25,3.22,-1.18
33.886,0.22,3.21,-1.17
33.888,0.18,3.17,-1.15
33.890,0.14,3.10,-1.12
33.892,0.11,3.00,-1.09
33.894,0.07,2.86,-1.04
33.896,0.05,2.71,-1.00
33.898,0.02,2.56,-0.94
33.900,-0.02,2.41,-0.89
33.904,-0.04,2.28,-0.82
33.905,-0.08,2.16,-0.75
33.906,-0.11,2.05,-0.68
33.908,-0.14,1.97,-0.60
33.910,-0.18,1.90,-0.52
33.912,-0.21,1.83,-0.45
33.914,-0.24,1.73,-0.39
33.916,-0.27,1.64,-0.34
33.918,-0.30,1.56,-0.29
33.921,-0.33,1.48,-0.26
33.922,-0.36,1.39,-0.23
33.924,-0.37,1.29,-0.21
33.926,-0.38,1.18,-0.19
33.928,-0.40,1.07,-0.17
33.930,-0.41,0.97,-0.16
33.932,-0.42,0.86,-0.15
33.935,-0.42,0.74,-0.14
33.939,-0.42,0.61,-0.13
33.939,-0.40,0.48,-0.11
33.940,-0.39,0.35,-0.11
33.942,-0.38,0.22,-0.09
33.944,-0.36,0.09,-0.08
33.946,-0.34,-0.04,-0.06
33.948,-0.31,-0.16,-0.05
33.950,-0.29,-0.28,-0.03
33.952,-0.25,-0.39,-0.01
33.954,-0.21,-0.48,0.00
33.956,-0.17,-0.55,0.01
33.958,-0.13,-0.58,0.02
33.960,-0.09,-0.58,0.03
33.963,-0.04,-0.56,0.03
33.964,0.00,-0.51,0.04
33.966,0.05,-0.44,0.05
33.971,0.09,-0.36,0.05
33.971,0.14,-0.26,0.05
33.972,0.19,-0.15,0.05
33.974,0.24,-0.03,0.06
33.976,0.29,0.10,0.05
33.979,0.34,0.23,0.05
33.980,0.39,0.37,0.05
33.983,0.44,0.52,0.05
33.985,0.49,0.66,0.04
33.987,0.54,0.81,0.05
33.989,0.58,0.95,0.04
33.990,0.63,1.09,0.03
33.993,0.68,1.23,0.02
33.994,0.72,1.35,0.01
33.997,0.76,1.46,0.01
33.998,0.81,1.57,-0.00
34.000,0.84,1.65,-0.01
34.003,0.89,1.71,-0.02
34.005,0.92,1.76,-0.03
34.006,0.95,1.80,-0.04
34.008,0.98,1.81,-0.06
34.010,0.99,1.77,-0.09
34.013,0.96,1.67,-0.13
34.014,0.90,1.49,-0.20
34.016,0.78,1.21,-0.31
34.018,0.62,0.85,-0.44
34.022,0.43,0.45,-0.57
34.022,0.25,0.09,-0.71
34.024,0.09,-0.18,-0.85
34.026,-0.02,-0.36,-0.99
34.029,-0.11,-0.46,-1.09
34.030,-0.18,-0.49,-1.16
34.032,-0.22,-0.47,-1.20
34.034,-0.24,-0.40,-1.22
34.036,-0.24,-0.28,-1.20
34.038,-0.22,-0.13,-1.18
34.041,-0.20,0.02,-1.16
34.043,-0.17,0.14,-1.15
34.044,-0.14,0.20,-1.15
34.046,-0.11,0.21,-1.17
34.048,-0.09,0.19,-1.18
34.051,-0.08,0.17,-1.20
34.053,-0.06,0.15,-1.23
34.054,-0.06,0.14,-1.26
34.056,-0.05,0.15,-1.27
34.059,-0.04,0.17,-1.28
34.060,-0.03,0.21,-1.27
34.064,-0.02,0.27,-1.27
34.064,-0.02,0.34,-1.25
34.066,-0.01,0.42,-1.23
34.070,-0.02,0.49,-1.21
34.070,-0.03,0.57,-1.19
34.073,-0.04,0.64,-1.18
34.074,-0.07,0.72,-1.15
34.076,-0.09,0.80,-1.13
34.078,-0.12,0.89,-1.11
34.080,-0.16,0.97,-1.09
34.083,-0.21,1.06,-1.07
34.084,-0.26,1.16,-1.06
34.087,-0.31,1.25,-1.05
34.088,-0.36,1.35,-1.04
34.090,-0.41,1.46,-1.02
34.092,-0.45,1.55,-1.00
34.095,-0.49,1.63,-0.98
34.099,-0.52,1.70,-0.97
34.101,-0.55,1.74,-0.97
34.103,-0.59,1.75,-0.97
34.105,-0.61,1.73,-0.98
34.105,-0.64,1.68,-0.99
34.107,-0.65,1.60,-1.01
34.109,-0.65,1.49,-1.03
34.110,-0.64,1.34,-1.05
34.112,-0.63,1.16,-1.08
34.114,-0.60,0.95,-1.11
34.116,-0.56,0.72,-1.12
34.120,-0.51,0.46,-1.15
34.121,-0.45,0.19,-1.17
34.123,-0.38,-0.09,-1.19
34.124,-0.31,-0.38,-1.20
34.126,-0.22,-0.67,-1.19
34.128,-0.12,-0.95,-1.17
34.130,-0.01,-1.23,-1.15
34.133,0.10,-1.51,-1.13
34.134,0.22,-1.79,-1.10
34.136,0.35,-2.07,-1.08
34.138,0.46,-2.35,-1.06
34.140,0.59,-2.62,-1.04
34.143,0.70,-2.88,-1.04
34.144,0.81,-3.14,-1.03
34.147,0.91,-3.38,-1.02
34.148,1.00,-3.61,-1.04
34.150,1.07,-3.83,-1.04
34.153,1.13,-4.02,-1.05
34.155,1.16,-4.17,-1.07
34.157,1.19,-4.28,-1.08
34.158,1.20,-4.35,-1.10
34.161,1.18,-4.39,-1.12
34.165,1.17,-4.40,-1.15
34.166,1.13,-4.38,-1.17
34.167,1.10,-4.34,-1.19
34.170,1.05,-4.27,-1.21
34.171,1.00,-4.19,-1.23
34.173,0.95,-4.08,-1.25
34.175,0.89,-3.96,-1.26
34.177,0.84,-3.83,-1.28
34.179,0.78,-3.68,-1.29
34.181,0.71,-3.51,-1.31
34.183,0.64,-3.31,-1.32
34.185,0.56,-3.10,-1.34
34.188,0.48,-2.88,-1.35
34.189,0.39,-2.67,-1.37
34.191,0.31,-2.46,-1.37
34.193,0.25,-2.26,-1.37
34.195,0.18,-2.08,-1.37
34.197,0.13,-1.90,-1.36
34.199,0.08,-1.75,-1.34
34.201,0.03,-1.60,-1.33
34.203,-0.01,-1.47,-1.30
34.205,-0.06,-1.34,-1.28
34.207,-0.11,-1.24,-1.24
34.209,-0.16,-1.14,-1.21
34.211,-0.21,-1.04,-1.18
34.213,-0.26,-0.96,-1.14
34.215,-0.31,-0.88,-1.11
34.217,-0.37,-0.81,-1.07
34.219,-0.42,-0.74,-1.04
34.221,-0.47,-0.67,-1.01
34.223,-0.51,-0.59,-0.97
34.225,-0.56,-0.53,-0.94
34.227,-0.60,-0.46,-0.91
34.229,-0.63,-0.41,-0.88
34.231,-0.65,-0.35,-0.85
34.233,-0.67,-0.32,-0.82
34.235,-0.68,-0.29,-0.78
34.238,-0.68,-0.27,-0.75
34.239,-0.68,-0.25,-0.72
34.241,-0.68,-0.24,-0.69
34.243,-0.67,-0.22,-0.67
34.245,-0.66,-0.21,-0.64
34.247,-0.64,-0.21,-0.62
34.249,-0.62,-0.21,-0.61
34.254,-0.59,-0.21,-0.59
34.260,-0.55,-0.21,-0.59
34.261,-0.52,-0.21,-0.58
34.261,-0.48,-0.21,-0.58
34.261,-0.43,-0.22,-0.57
34.262,-0.38,-0.23,-0.57
34.278,-0.33,-0.23,-0.58
34.279,-0.28,-0.24,-0.58
34.279,-0.23,-0.25,-0.58
34.279,-0.17,-0.28,-0.59
34.280,-0.12,-0.30,-0.60
34.280,-0.07,-0.33,-0.60
34.280,-0.01,-0.35,-0.62
34.282,0.04,-0.39,-0.62
34.282,0.09,-0.42,-0.62
34.282,0.13,-0.45,-0.63
34.283,0.17,-0.48,-0.63
34.285,0.21,-0.52,-0.64
34.288,0.24,-0.54,-0.64
34.290,0.27,-0.57,-0.65
34.294,0.30,-0.59,-0.66
34.294,0.31,-0.61,-0.66
34.295,0.32,-0.63,-0.67
34.297,0.32,-0.65,-0.68
34.299,0.32,-0.66,-0.68
34.301,0.30,-0.66,-0.69
34.303,0.28,-0.66,-0.69
34.305,0.26,-0.65,-0.70
34.307,0.22,-0.64,-0.70
34.309,0.19,-0.62,-0.71
34.311,0.15,-0.60,-0.72
34.313,0.11,-0.57,-0.72
34.315,0.06,-0.55,-0.73
34.317,0.02,-0.53,-0.73
34.319,-0.03,-0.50,-0.74
34.321,-0.07,-0.48,-0.74
34.323,-0.12,-0.46,-0.74
34.326,-0.16,-0.44,-0.74
34.327,-0.20,-0.43,-0.74
34.329,-0.25,-0.41,-0.75
34.331,-0.29,-0.40,-0.75
34.333,-0.33,-0.39,-0.74
34.335,-0.37,-0.39,-0.74
34.337,-0.40,-0.38,-0.74
34.339,-0.43,-0.39,-0.74
34.341,-0.47,-0.40,-0.74
34.343,-0.50,-0.40,-0.74
34.345,-0.52,-0.41,-0.75
34.347,-0.54,-0.42,-0.75
34.349,-0.56,-0.43,-0.75
34.351,-0.57,-0.45,-0.76
34.353,-0.57,-0.47,-0.77
34.355,-0.57,-0.49,-0.78
34.358,-0.56,-0.52,-0.79
34.360,-0.54,-0.55,-0.80
34.361,-0.52,-0.59,-0.81
34.364,-0.48,-0.64,-0.83
34.366,-0.45,-0.69,-0.84
34.367,-0.40,-0.74,-0.85
34.370,-0.36,-0.80,-0.85
34.371,-0.31,-0.87,-0.86
34.374,-0.26,-0.94,-0.87
34.376,-0.20,-1.01,-0.88
34.378,-0.15,-1.08,-0.89
34.380,-0.10,-1.15,-0.90
34.381,-0.06,-1.21,-0.92
34.384,-0.01,-1.27,-0.94
34.386,0.03,-1.33,-0.96
34.388,0.08,-1.38,-0.99
34.390,0.11,-1.42,-1.01
34.392,0.14,-1.45,-1.04
34.394,0.17,-1.48,-1.07
34.396,0.20,-1.50,-1.09
34.398,0.22,-1.52,-1.12
34.400,0.23,-1.52,-1.14
34.402,0.25,-1.51,-1.17
34.404,0.26,-1.50,-1.20
34.406,0.27,-1.47,-1.23
34.408,0.28,-1.44,-1.25
34.410,0.28,-1.40,-1.27
34.412,0.29,-1.35,-1.29
34.414,0.29,-1.30,-1.31
34.417,0.28,-1.24,-1.32
34.418,0.28,-1.18,-1.33
34.420,0.28,-1.11,-1.34
34.422,0.27,-1.04,-1.35
34.425,0.26,-0.97,-1.35
34.426,0.26,-0.90,-1.36
34.428,0.25,-0.83,-1.35
34.430,0.23,-0.76,-1.35
34.432,0.22,-0.69,-1.35
34.434,0.20,-0.62,-1.34
34.440,0.19,-0.56,-1.34
34.440,0.17,-0.50,-1.33
34.441,0.13,-0.43,-1.32
34.442,0.14,-0.45,-1.32
34.444,0.09,-0.34,-1.31
34.446,0.04,-0.27,-1.30
34.448,0.07,-0.37,-1.30
34.451,0.01,-0.26,-1.30
34.452,-0.04,-0.21,-1.29
34.454,-0.03,-0.29,-1.29
34.457,-0.07,-0.24,-1.29
34.460,-0.12,-0.18,-1.29
34.460,-0.13,-0.19,-1.30
34.462,-0.15,-0.14,-1.30
34.464,-0.19,-0.07,-1.31
34.466,-0.20,-0.03,-1.32
34.468,-0.22,0.02,-1.32
34.470,-0.24,0.09,-1.33
34.473,-0.26,0.13,-1.33
34.499,-0.26,0.18,-1.34
34.505,-0.27,0.23,-1.35
34.505,-0.28,0.28,-1.35
34.505,-0.28,0.31,-1.36
34.505,-0.28,0.35,-1.36
34.505,-0.29,0.37,-1.39
34.505,-0.29,0.38,-1.40
34.506,-0.30,0.37,-1.41
34.506,-0.31,0.35,-1.43
34.506,-0.32,0.31,-1.44
34.506,-0.33,0.27,-1.45
34.506,-0.35,0.22,-1.45
34.506,-0.36,0.16,-1.46
34.506,-0.39,0.10,-1.47
34.506,-0.41,0.04,-1.47
34.507,-0.44,-0.03,-1.48
34.507,-0.47,-0.10,-1.48
34.508,-0.50,-0.18,-1.47
34.510,-0.53,-0.27,-1.47
34.512,-0.56,-0.35,-1.46
34.514,-0.60,-0.43,-1.45
34.516,-0.63,-0.53,-1.45
34.518,-0.67,-0.61,-1.44
34.520,-0.70,-0.70,-1.44
34.522,-0.73,-0.77,-1.43
34.525,-0.76,-0.84,-1.42
34.526,-0.79,-0.89,-1.43
34.528,-0.81,-0.92,-1.42
34.530,-0.83,-0.94,-1.44
34.534,-0.85,-0.95,-1.44
34.537,-0.86,-0.93,-1.45
34.537,-0.85,-0.91,-1.45
34.538,-0.85,-0.87,-1.47
34.540,-0.84,-0.84,-1.47
34.542,-0.82,-0.79,-1.48
34.544,-0.80,-0.75,-1.48
34.546,-0.78,-0.70,-1.48
34.548,-0.74,-0.66,-1.47
34.550,-0.71,-0.61,-1.47
34.552,-0.67,-0.57,-1.46
34.554,-0.63,-0.51,-1.44
34.556,-0.60,-0.46,-1.43
34.558,-0.55,-0.41,-1.41
34.560,-0.51,-0.36,-1.39
34.562,-0.47,-0.31,-1.36
34.564,-0.44,-0.24,-1.34
34.566,-0.37,-0.27,-1.31
34.568,-0.37,-0.12,-1.28
34.570,-0.34,-0.09,-1.24
34.572,-0.24,-0.15,-1.20
34.574,-0.25,0.01,-1.17
34.576,-0.21,0.05,-1.13
34.578,-0.13,0.01,-1.10
34.580,-0.12,0.09,-1.05
34.582,-0.11,0.13,-1.01
34.584,-0.06,0.10,-0.97
34.586,-0.05,0.13,-0.93
34.589,-0.04,0.18,-0.88
34.591,-0.02,0.17,-0.84
34.594,-0.01,0.19,-0.79
34.594,-0.01,0.23,-0.75
34.597,0.00,0.25,-0.71
34.599,0.01,0.28,-0.67
34.600,0.01,0.34,-0.63
34.603,0.02,0.37,-0.59
34.605,0.02,0.39,-0.56
34.606,0.02,0.42,-0.54
34.608,0.02,0.44,-0.52
34.610,0.02,0.45,-0.50
34.612,0.03,0.46,-0.48
34.615,0.03,0.47,-0.47
34.616,0.02,0.46,-0.44
34.618,0.01,0.45,-0.43
34.620,0.01,0.44,-0.43
34.622,0.00,0.41,-0.41
34.625,-0.01,0.38,-0.41
34.627,-0.01,0.34,-0.40
34.629,-0.02,0.30,-0.40
34.631,-0.03,0.26,-0.39
34.633,-0.04,0.21,-0.39
